,SA2_MAINCODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,Male_Lone_Parent_Employed_Worked_Full_Time,Male_Lone_Parent_Employed_Worked_Part_Time,Male_Lone_Parent_Employed_Away_From_Work,Male_Lone_Parent_Hours_Worked_Not_Stated,Male_Lone_Parent_Total_Employed,Male_Lone_Parent_Unemployed_Looking_For_Full_Time_Work,Male_Lone_Parent_Unemployed_Looking_For_Part_Time_Work,Male_Lone_Parent_Total_Unemployed,Male_Lone_Parent_Total_Labour_Force,Male_Lone_Parent_Not_In_The_Labour_Force,Male_Lone_Parent_Labour_Force_Status_Not_Stated,Male_Lone_Parent_Total,Female_Lone_Parent_Employed_Worked_Full_Time,Female_Lone_Parent_Employed_Worked_Part_Time,Female_Lone_Parent_Employed_Away_From_Work,Female_Lone_Parent_Hours_Worked_Not_Stated,Female_Lone_Parent_Total_Employed,Female_Lone_Parent_Unemployed_Looking_For_Full_Time_Work,Female_Lone_Parent_Unemployed_Looking_For_Part_Time_Work,Female_Lone_Parent_Total_Unemployed,Female_Lone_Parent_Total_Labour_Force,Female_Lone_Parent_Not_In_The_Labour_Force,Female_Lone_Parent_Labour_Force_Status_Not_Stated,Female_Lone_Parent_Total,Total_Lone_Parents_Employed_Worked_Full_Time,Total_Lone_Parents_Employed_Worked_Part_Time,Total_Lone_Parents_Employed_Away_From_Work,Total_Lone_Parents_Hours_Worked_Not_Stated,Total_Lone_Parents_Total_Employed,Total_Lone_Parents_Unemployed_Looking_For_Full_Time_Work,Total_Lone_Parents_Unemployed_Looking_For_Part_Time_Work,Total_Lone_Parents_Total_Unemployed,Total_Lone_Parents_Total_Labour_Force,Total_Lone_Parents_Not_In_The_Labour_Force,Total_Lone_Parents_Labour_Force_Status_Not_Stated,Total_Lone_Parents_Total,SA2_name,Index of Relative Socio-economic Disadvantage_score,Index of Relative Socio-economic Disadvantage_decile,Index of Relative Socio-economic Adv and Disadv_score,Index of Relative Socio-economic Adv and Disadv_decile,Index of Economic Resources_score,Index of Economic Resources_decile,Index of Education and Occupation_score,Index of Education and Occupation_decile,Usual Resident Population,code,name,total,vulnerable,vulnerable_percentage
209,210011228,48,6,0,0,56,0,0,0,56,3,0,60,115,9,3,5,133,0,0,0,133,0,0,133,19,3,3,0,22,0,0,0,22,0,0,28,3,0,0,0,3,0,0,0,3,0,0,3,188,26,8,5,217,0,0,0,217,4,0,224,4,0,0,0,4,0,0,0,4,0,0,4,13,0,0,0,13,0,0,0,13,0,0,13,11,0,0,0,11,0,0,0,11,0,0,11,197,26,8,5,232,0,0,0,232,4,0,238,95,14,4,0,114,0,0,0,120,10,0,125,0,0,0,0,0,0,0,0,0,0,0,0,291,36,10,5,349,0,0,0,351,13,0,363,3,0,0,0,3,0,0,0,3,0,0,3,3,10,0,0,18,0,0,0,18,8,0,28,6,10,0,0,20,0,0,0,20,8,0,28,Keilor,1049,8,1038,7,1057,8,1014.0,6.0,8505.0,21228,Keilor,76,2,0.03
210,210011229,172,13,0,0,184,4,0,4,188,10,0,202,403,31,6,8,451,7,0,7,452,7,0,456,126,4,3,0,139,0,0,0,137,0,0,141,5,0,0,7,8,0,0,0,8,0,0,8,707,53,8,16,781,12,0,9,791,16,0,807,7,0,0,0,8,0,0,0,8,3,0,9,8,0,0,0,12,0,0,0,18,3,0,21,22,3,0,0,21,0,0,0,24,3,0,29,722,56,8,16,806,14,0,10,818,18,0,838,306,42,5,8,372,16,0,16,390,42,0,428,0,0,0,0,3,0,0,0,3,0,0,3,1036,100,21,29,1175,28,0,27,1209,56,0,1269,8,3,0,0,5,0,0,0,5,0,0,11,9,21,0,0,38,0,4,6,42,47,0,91,17,25,0,0,43,0,4,6,50,49,0,95,Keilor East,1017,6,1011,6,1022,7,1000.0,6.0,26147.0,21229,Keilor East,283,30,0.11
211,210011230,51,3,0,0,54,0,0,0,54,0,0,55,119,6,0,0,132,4,0,4,133,0,0,135,35,6,10,0,48,0,0,0,48,0,0,48,0,0,0,3,3,0,0,0,3,0,0,3,210,16,10,3,231,4,0,4,234,3,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,16,10,3,232,4,0,4,241,3,0,245,99,8,3,3,112,0,0,0,110,13,0,119,0,0,0,0,0,0,0,0,0,0,0,0,303,20,8,6,342,6,0,3,352,11,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,9,0,0,0,12,12,0,23,0,5,3,0,9,0,0,0,12,12,0,23,Niddrie - Essendon West,1059,8,1058,8,1031,7,1061.0,8.0,6923.0,21230,Niddrie - Essendon West,59,2,0.03
212,210011231,67,3,4,0,73,0,0,0,74,3,0,76,172,0,0,0,175,0,0,0,179,0,0,179,45,0,0,0,50,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,279,9,3,3,293,3,0,3,300,3,0,299,0,3,0,0,3,0,0,0,3,0,0,3,8,3,0,0,6,0,0,0,6,0,0,6,8,4,0,0,12,0,0,0,12,0,0,12,290,11,3,3,305,3,0,3,307,3,0,314,92,4,4,3,101,0,0,0,101,3,0,102,0,0,0,0,0,0,0,0,0,0,0,0,374,21,4,3,402,3,0,3,406,10,0,415,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,5,0,0,0,5,7,0,15,10,0,0,0,12,0,0,0,12,7,0,12,Strathmore,1097,10,1097,9,1080,9,1085.0,9.0,9428.0,21231,Strathmore,134,5,0.04
213,210021232,84,4,3,0,92,0,0,0,89,0,0,94,323,24,4,3,352,3,0,7,358,3,0,361,79,3,10,0,89,0,0,0,89,0,0,89,4,0,0,0,4,0,0,0,4,0,0,4,488,32,13,3,537,3,0,6,539,7,0,546,3,0,0,0,3,0,0,0,3,0,0,3,11,0,0,0,11,0,0,0,11,0,0,11,8,0,0,0,8,0,0,0,8,0,0,8,497,32,13,3,548,3,0,6,549,7,0,557,196,20,7,3,228,8,0,8,233,6,0,238,0,0,0,0,0,0,0,0,0,0,0,0,696,51,20,8,776,10,0,12,786,11,0,801,0,0,0,0,0,0,0,0,0,0,0,0,8,24,3,0,33,0,0,0,33,12,0,51,9,24,3,0,38,0,0,0,38,12,0,51,Gisborne,1083,9,1073,9,1095,10,1059.0,8.0,12831.0,21232,Gisborne,223,15,0.07
214,210021233,8,3,0,0,15,0,0,0,17,4,0,21,64,5,0,0,69,0,0,0,69,3,0,72,6,4,0,0,11,0,0,0,11,0,0,11,0,0,0,3,3,0,0,0,3,0,0,5,85,13,0,3,93,0,0,0,97,7,0,103,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,84,13,0,3,98,0,0,0,98,7,0,106,49,0,0,0,46,0,0,0,46,4,0,55,0,0,0,0,0,0,0,0,0,0,0,0,136,13,0,3,148,0,0,0,152,9,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,3,0,0,0,7,0,0,0,7,3,0,7,Macedon,1103,10,1110,10,1110,10,1119.0,9.0,3381.0,21233,Macedon,32,0,0.0
215,210021234,24,0,0,0,24,0,0,0,24,0,0,24,68,3,3,0,70,0,0,0,70,0,0,70,20,3,0,0,30,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,113,7,6,3,125,0,0,0,124,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,7,6,3,125,0,0,0,130,0,0,128,45,3,0,0,45,0,0,0,45,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,158,8,6,3,170,0,0,0,172,4,0,176,3,0,0,0,3,0,0,0,3,0,0,3,0,7,0,0,7,0,0,0,7,8,0,9,3,7,0,0,8,0,0,0,8,8,0,14,Riddells Creek,1083,9,1061,8,1094,10,1039.0,7.0,4010.0,21234,Riddells Creek,57,6,0.11
216,210021235,44,3,0,0,51,0,0,0,50,3,0,56,142,14,3,0,157,0,0,3,158,0,0,162,44,3,3,0,53,0,0,0,53,3,0,55,4,0,0,0,4,0,0,0,4,0,0,4,231,23,5,3,264,4,0,3,264,7,0,269,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,9,8,0,0,0,8,0,0,0,8,0,0,8,238,23,5,3,272,4,0,3,272,7,0,281,136,14,8,0,157,3,0,3,158,8,0,171,3,0,0,0,3,0,0,0,3,0,3,5,377,37,12,3,424,4,0,4,436,15,3,449,4,0,0,0,5,0,0,0,5,0,0,5,7,17,0,0,17,0,0,0,18,34,0,56,11,12,0,0,23,0,0,0,23,34,0,57,Romsey,1041,7,1019,6,1065,9,998.0,6.0,9360.0,21235,Romsey,122,10,0.08
217,210031236,62,14,0,0,79,0,0,0,85,5,0,85,141,28,3,3,169,3,0,3,176,3,0,177,38,0,8,0,55,0,0,0,55,3,0,52,3,0,0,0,3,0,0,0,3,0,0,3,246,40,12,5,306,5,4,8,317,9,0,324,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,4,0,0,4,254,40,12,3,313,9,4,7,320,9,0,330,114,11,3,0,128,8,3,8,138,22,0,161,0,0,0,0,0,0,0,0,4,0,0,4,368,49,14,6,444,10,4,17,462,34,3,494,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,12,0,0,0,12,11,0,25,3,7,0,0,11,0,0,0,11,18,0,30,Coburg North,1004,5,1019,6,978,4,1050.0,8.0,7678.0,21236,Coburg North,95,9,0.09
218,210031237,61,16,0,4,80,0,0,0,77,6,0,90,141,28,3,0,176,0,0,0,179,7,0,188,29,7,0,0,34,0,0,0,34,3,0,35,0,0,0,5,5,0,0,0,5,0,0,3,230,52,3,7,291,7,0,7,297,20,0,315,12,3,0,0,15,0,0,0,19,0,0,19,21,4,0,0,27,3,0,3,31,0,0,31,26,12,0,0,45,3,0,3,44,0,0,44,257,60,3,8,334,11,0,11,342,20,0,361,330,101,20,19,469,37,10,44,510,89,0,601,0,6,0,0,3,0,0,0,3,0,6,12,587,161,17,32,805,44,10,51,857,113,7,970,0,4,0,0,4,3,0,3,5,4,4,11,5,10,4,0,24,0,0,5,25,44,3,69,6,11,4,0,27,3,0,5,35,43,8,78,Fawkner,916,2,926,2,931,2,941.0,3.0,13768.0,21237,Fawkner,219,28,0.13
219,210031239,154,19,0,0,180,3,0,3,178,3,0,184,409,39,5,3,455,6,0,9,467,4,0,470,127,8,9,3,149,4,0,4,151,0,0,153,7,0,0,3,10,0,0,0,10,0,0,10,693,66,22,15,790,13,0,17,810,8,0,821,3,7,0,0,7,3,0,3,13,0,0,11,24,4,0,0,24,0,0,0,31,0,0,31,26,10,0,0,37,10,0,10,38,0,0,45,716,75,23,15,828,18,0,23,847,12,0,861,373,49,12,9,442,13,0,11,454,42,0,501,0,0,0,0,0,0,0,0,0,0,0,0,1093,121,38,29,1270,32,0,31,1304,55,0,1360,11,0,0,0,13,0,0,0,13,0,0,11,15,28,3,0,46,0,3,3,49,40,0,92,21,29,3,0,53,0,3,3,60,44,0,103,Pascoe Vale,1034,7,1032,7,987,5,1051.0,8.0,23447.0,21239,Pascoe Vale,255,24,0.09
220,210031438,140,24,0,0,161,5,3,10,171,12,0,183,241,38,3,0,284,8,6,14,292,12,0,305,56,5,5,0,70,0,0,3,70,3,0,76,3,4,0,7,16,0,0,0,16,0,0,18,436,71,12,8,528,16,5,26,549,25,4,578,18,11,0,0,23,0,0,0,27,0,0,27,18,0,0,0,18,3,3,3,24,0,0,24,33,8,0,0,45,3,3,4,50,0,0,50,473,84,12,5,573,20,10,29,598,25,4,625,430,98,5,13,546,37,0,35,584,120,0,704,0,3,0,3,11,0,0,0,11,0,8,19,901,183,14,28,1125,55,11,60,1189,150,11,1351,7,3,0,0,7,0,0,0,8,3,0,14,8,26,0,0,35,0,6,12,41,83,3,131,15,24,0,0,43,3,6,9,49,86,3,138,Glenroy,949,3,953,3,935,2,973.0,5.0,22107.0,21438,Glenroy,300,55,0.18
221,210031439,29,0,0,0,35,0,0,0,35,0,0,38,73,11,0,0,80,3,0,3,78,0,0,82,12,0,3,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,113,12,3,0,127,3,0,3,127,4,0,137,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,6,0,0,6,119,12,3,0,130,3,0,3,134,4,0,139,42,4,0,0,45,0,0,0,45,0,0,46,0,0,0,3,3,0,0,0,3,0,0,3,156,12,3,3,177,3,0,3,180,8,0,189,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,0,0,0,9,4,0,16,4,4,0,0,9,0,0,0,9,4,0,16,Gowanbrae,1074,9,1060,8,1074,9,1038.0,7.0,2904.0,21439,Gowanbrae,27,0,0.0
222,210031440,31,8,0,0,45,0,0,0,45,0,0,41,54,10,0,0,68,7,0,7,75,3,0,77,21,0,7,0,24,0,0,0,24,0,0,24,0,0,0,4,3,0,0,0,3,0,0,3,116,19,7,6,137,7,0,7,146,6,0,150,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,3,9,0,0,9,6,0,0,0,11,3,0,3,9,0,0,9,117,16,7,6,150,4,0,4,151,6,0,162,88,22,0,3,114,0,0,0,121,9,0,130,7,0,0,0,5,0,0,0,5,0,0,11,213,42,7,9,275,6,0,6,278,20,0,299,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,3,13,0,3,3,21,30,0,51,3,9,4,3,19,0,3,3,21,30,0,47,Hadfield,948,3,947,3,959,3,960.0,4.0,5604.0,21440,Hadfield,77,10,0.13
223,210041240,91,7,0,0,97,0,0,0,101,3,0,103,204,25,3,6,239,4,0,7,245,6,0,249,46,7,6,0,57,0,0,0,58,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,343,34,12,4,397,3,0,5,402,7,0,414,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,22,3,0,3,21,0,0,21,15,6,0,0,18,3,0,3,25,0,0,25,354,39,12,4,413,4,0,12,427,7,0,437,137,18,3,3,164,6,0,6,164,10,0,177,0,0,0,3,3,0,0,0,3,0,0,4,496,54,12,10,579,16,0,12,593,19,3,615,0,0,0,0,0,0,0,0,0,0,0,3,6,25,3,0,36,0,3,3,35,48,0,85,8,25,3,0,36,0,3,3,38,45,0,90,Sunbury,1044,7,1021,6,1064,9,986.0,5.0,12715.0,21240,Sunbury,168,11,0.07
224,210041241,172,20,5,3,200,3,3,6,207,10,0,210,474,45,3,3,524,3,0,3,524,6,0,535,133,7,6,3,150,3,0,3,152,3,0,157,10,0,0,0,12,0,0,0,11,0,0,11,785,74,11,9,885,6,3,10,895,21,0,912,13,3,0,0,15,0,0,0,15,0,0,15,14,0,0,0,14,0,0,0,14,3,0,15,27,3,0,0,29,0,0,0,29,3,0,30,817,75,11,9,910,6,3,10,922,25,0,945,396,28,5,5,437,3,0,3,444,41,0,494,0,0,0,0,0,0,0,0,0,0,4,5,1212,100,25,15,1354,13,3,16,1365,67,7,1441,0,3,0,0,3,0,0,0,4,0,0,6,33,60,12,4,106,4,9,12,122,133,0,252,33,62,12,4,110,4,9,14,124,131,0,260,Sunbury - South,1020,6,995,5,1023,7,970.0,5.0,26655.0,21241,Sunbury - South,332,30,0.09
225,210051242,45,22,0,3,63,8,0,8,69,11,0,81,51,17,0,3,76,0,0,0,76,5,0,84,19,3,0,0,19,0,0,0,24,0,0,21,0,0,0,8,8,3,0,3,5,0,3,13,117,44,0,9,166,11,0,11,177,15,3,202,0,3,0,0,3,7,0,7,6,3,0,10,3,3,0,0,8,8,0,8,14,0,0,16,3,5,0,0,13,9,0,9,17,7,0,25,118,47,0,13,178,21,0,21,199,22,3,224,195,111,4,22,324,32,9,43,372,164,0,537,3,0,0,0,3,0,0,3,7,3,3,12,314,161,5,29,505,55,9,63,570,191,5,765,0,0,0,0,0,0,0,0,0,0,0,4,11,12,3,0,28,3,10,14,42,143,0,187,11,12,3,0,28,3,10,14,42,142,0,185,Broadmeadows,782,1,819,1,847,1,850.0,1.0,13305.0,21242,Broadmeadows,205,44,0.21
226,210051243,43,12,3,0,60,0,0,0,58,14,0,71,53,21,0,0,76,9,3,11,83,5,0,92,16,0,0,0,12,0,0,0,13,0,0,13,3,0,0,0,3,0,0,0,8,0,0,7,115,31,3,0,154,6,3,10,161,21,0,189,5,0,0,0,4,0,0,0,7,0,0,9,13,0,0,0,13,0,3,0,16,0,0,16,19,0,0,0,23,3,3,5,28,0,0,23,135,31,3,0,172,12,4,14,186,23,0,212,261,158,14,11,442,39,13,49,493,229,12,728,0,5,0,0,3,0,0,0,3,3,7,16,396,196,20,16,617,50,14,68,688,254,19,955,0,3,0,0,3,0,0,0,3,8,0,7,15,17,0,0,35,5,6,9,41,116,3,162,15,22,0,0,34,5,6,9,44,127,3,176,Campbellfield - Coolaroo,798,1,828,1,902,1,830.0,1.0,16122.0,21243,Campbellfield - Coolaroo,227,71,0.31
227,210051245,72,7,0,0,87,0,0,0,82,9,0,89,223,20,3,0,241,3,0,0,246,4,0,254,59,4,4,0,70,0,0,0,66,4,0,75,0,0,0,3,9,0,0,0,5,4,0,13,359,33,4,8,401,9,0,4,407,18,0,424,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,3,0,3,8,0,0,8,6,0,0,0,6,3,0,3,12,0,0,12,370,33,4,8,410,10,0,7,417,18,0,438,205,60,6,3,281,12,3,15,295,27,0,322,0,0,0,0,0,0,0,0,0,3,3,3,574,87,15,13,685,19,0,19,709,54,0,763,3,3,0,0,7,0,0,0,7,0,0,6,17,26,6,0,45,0,3,5,48,63,3,111,15,28,6,3,49,0,3,5,56,63,7,123,Gladstone Park - Westmeadows,993,5,975,4,1008,6,946.0,4.0,17608.0,21245,Gladstone Park - Westmeadows,200,28,0.14
228,210051246,99,13,3,0,121,0,0,0,117,4,0,121,242,16,8,3,268,5,0,5,269,8,0,279,65,4,3,0,75,3,0,3,77,0,0,77,0,0,0,3,4,0,0,0,4,0,0,4,405,43,12,6,470,4,0,7,474,11,0,484,7,0,0,0,7,0,0,0,6,0,0,10,12,0,0,0,12,0,0,0,10,3,0,15,22,0,0,0,22,3,0,3,24,6,0,24,425,43,12,6,484,6,0,10,492,19,0,511,264,43,9,11,325,14,0,17,335,41,0,375,0,0,0,0,0,0,0,0,0,0,3,7,689,85,16,12,811,23,0,19,828,57,7,888,8,0,0,0,8,0,0,0,8,0,0,3,12,16,3,0,25,0,0,0,29,30,0,58,16,16,3,0,34,0,0,0,32,29,0,66,Greenvale - Bulla,1058,8,1048,8,1107,10,1004.0,6.0,16292.0,21246,Greenvale - Bulla,166,19,0.11
229,210051247,31,10,0,0,39,0,0,0,37,15,0,53,57,7,0,0,67,3,3,7,71,3,0,79,10,0,3,0,18,0,0,0,18,0,0,15,3,0,0,0,5,0,0,0,5,0,0,5,107,16,0,4,130,3,3,3,135,16,0,152,7,0,0,0,9,3,0,3,7,0,0,10,10,0,0,0,10,0,0,0,8,0,0,11,15,0,0,0,20,3,0,4,19,0,0,21,118,24,0,4,144,6,3,7,153,20,0,175,227,115,9,12,363,41,7,55,418,241,9,667,6,3,0,3,10,0,0,0,10,0,0,7,356,139,11,16,520,45,13,60,579,258,9,846,3,5,0,0,10,0,0,0,10,4,0,14,9,18,0,3,26,7,3,10,40,119,3,160,15,15,0,0,39,7,3,10,48,118,3,171,Meadow Heights,821,1,846,1,918,2,855.0,1.0,14842.0,21247,Meadow Heights,238,51,0.21
230,210051249,100,29,0,3,132,3,0,3,142,10,7,155,130,30,4,0,161,14,0,14,174,16,0,188,29,3,4,0,32,0,0,0,32,0,0,38,5,3,0,7,16,0,0,0,16,0,0,15,268,62,8,6,342,17,0,17,358,27,7,392,10,3,0,0,9,4,0,4,17,0,0,15,7,3,0,0,10,4,0,4,16,0,0,11,12,3,0,0,21,11,0,11,25,0,0,28,283,65,8,6,359,28,0,28,390,31,4,419,403,175,15,32,629,35,13,47,679,267,11,954,3,0,0,4,4,0,0,0,4,3,5,17,688,236,22,50,994,64,13,81,1075,294,22,1390,6,3,0,0,6,3,0,3,9,3,0,15,16,21,0,0,34,0,4,5,42,119,0,163,18,27,0,0,46,7,4,10,56,122,0,178,Roxburgh Park - Somerton,905,2,922,2,1002,6,915.0,2.0,21817.0,21249,Roxburgh Park - Somerton,338,74,0.22
231,210051441,42,12,0,0,54,3,0,3,61,4,0,60,92,18,0,0,109,0,0,0,113,3,0,117,10,4,0,0,12,0,0,0,12,0,0,11,3,0,0,0,4,0,0,0,4,0,0,4,152,30,0,4,184,5,0,5,186,9,0,198,12,0,0,0,11,0,0,0,10,0,0,15,7,6,0,0,8,3,0,3,12,0,0,12,13,9,0,0,21,3,0,3,25,0,0,25,170,36,0,4,206,9,0,9,211,12,0,220,178,40,0,7,228,10,0,9,233,43,0,281,0,0,0,0,0,0,0,0,0,0,8,12,347,72,0,6,434,16,0,19,449,56,8,517,0,0,0,0,3,0,0,0,4,0,0,3,5,10,0,0,16,0,4,4,21,60,0,79,9,10,0,0,20,0,4,5,23,58,0,84,Craigieburn - Central,942,3,925,2,975,4,888.0,1.0,8390.0,21441,Craigieburn - Central,129,34,0.26
232,210051443,144,31,0,3,179,6,4,10,185,12,0,195,203,53,0,3,260,0,0,0,265,6,0,269,50,6,4,0,61,0,0,0,61,0,0,60,3,4,0,3,8,0,0,0,8,0,0,8,396,97,5,8,510,4,3,8,521,17,0,538,20,7,0,0,32,0,0,0,33,6,0,39,29,8,0,0,32,0,0,0,35,0,0,35,51,10,0,0,60,4,0,4,63,6,0,67,447,103,12,8,570,10,3,9,582,26,0,603,309,86,9,16,424,26,3,29,452,107,0,554,3,0,0,11,11,0,0,0,11,0,6,14,759,195,16,36,1003,32,8,37,1048,129,5,1176,5,0,0,0,6,0,0,0,6,3,0,9,16,18,4,0,42,3,5,5,50,95,0,146,18,21,4,0,43,8,5,10,54,100,0,155,Craigieburn - South,967,3,959,4,1009,6,930.0,3.0,16288.0,21443,Craigieburn - South,302,45,0.15
