Sex,LFSP_C16,Labour force status,ASGS_2016,Region,Value
Persons,5,"Unemployed, looking for full-time work",210011227,Essendon Airport,0
Males,6,"Unemployed, looking for part-time work",210011227,Essendon Airport,0
Females,6,"Unemployed, looking for part-time work",210011227,Essendon Airport,0
Persons,6,"Unemployed, looking for part-time work",210011227,Essendon Airport,0
Males,7,Not in the labour force,210011227,Essendon Airport,0
Females,7,Not in the labour force,210011227,Essendon Airport,0
Persons,7,Not in the labour force,210011227,Essendon Airport,0
Males,Z,Labour force status not stated,210011227,Essendon Airport,0
Females,Z,Labour force status not stated,210011227,Essendon Airport,0
Persons,Z,Labour force status not stated,210011227,Essendon Airport,0
Males,EMP,Total Employed,210011227,Essendon Airport,0
Females,EMP,Total Employed,210011227,Essendon Airport,0
Persons,EMP,Total Employed,210011227,Essendon Airport,0
Males,UEMP,Total Unemployed,210011227,Essendon Airport,0
Females,UEMP,Total Unemployed,210011227,Essendon Airport,0
Persons,UEMP,Total Unemployed,210011227,Essendon Airport,0
Males,LF,Total Labour Force,210011227,Essendon Airport,0
Females,LF,Total Labour Force,210011227,Essendon Airport,0
Persons,LF,Total Labour Force,210011227,Essendon Airport,0
Males,TOT,Total,210011227,Essendon Airport,0
Females,TOT,Total,210011227,Essendon Airport,0
Persons,TOT,Total,210011227,Essendon Airport,0
Males,1,"Employed, worked full-time",210011228,Keilor,3
Females,1,"Employed, worked full-time",210011228,Keilor,3
Persons,1,"Employed, worked full-time",210011228,Keilor,6
Males,2,"Employed, worked part-time",210011228,Keilor,0
Females,2,"Employed, worked part-time",210011228,Keilor,10
Persons,2,"Employed, worked part-time",210011228,Keilor,10
Males,3,"Employed, away from work",210011228,Keilor,0
Females,3,"Employed, away from work",210011228,Keilor,0
Persons,3,"Employed, away from work",210011228,Keilor,0
Males,4,"Employed, hours of work not stated",210011228,Keilor,0
Females,4,"Employed, hours of work not stated",210011228,Keilor,0
Persons,4,"Employed, hours of work not stated",210011228,Keilor,0
Males,5,"Unemployed, looking for full-time work",210011228,Keilor,0
Females,5,"Unemployed, looking for full-time work",210011228,Keilor,0
Persons,5,"Unemployed, looking for full-time work",210011228,Keilor,0
Males,6,"Unemployed, looking for part-time work",210011228,Keilor,0
Females,6,"Unemployed, looking for part-time work",210011228,Keilor,0
Persons,6,"Unemployed, looking for part-time work",210011228,Keilor,0
Males,7,Not in the labour force,210011228,Keilor,0
Females,7,Not in the labour force,210011228,Keilor,8
Persons,7,Not in the labour force,210011228,Keilor,8
Males,Z,Labour force status not stated,210011228,Keilor,0
Females,Z,Labour force status not stated,210011228,Keilor,0
Persons,Z,Labour force status not stated,210011228,Keilor,0
Males,EMP,Total Employed,210011228,Keilor,3
Females,EMP,Total Employed,210011228,Keilor,18
Persons,EMP,Total Employed,210011228,Keilor,20
Males,UEMP,Total Unemployed,210011228,Keilor,0
Females,UEMP,Total Unemployed,210011228,Keilor,0
Persons,UEMP,Total Unemployed,210011228,Keilor,0
Males,LF,Total Labour Force,210011228,Keilor,3
Females,LF,Total Labour Force,210011228,Keilor,18
Persons,LF,Total Labour Force,210011228,Keilor,20
Males,TOT,Total,210011228,Keilor,3
Females,TOT,Total,210011228,Keilor,28
Persons,TOT,Total,210011228,Keilor,28
Males,1,"Employed, worked full-time",210011229,Keilor East,8
Females,1,"Employed, worked full-time",210011229,Keilor East,9
Persons,1,"Employed, worked full-time",210011229,Keilor East,17
Males,2,"Employed, worked part-time",210011229,Keilor East,3
Females,2,"Employed, worked part-time",210011229,Keilor East,21
Persons,2,"Employed, worked part-time",210011229,Keilor East,25
Males,3,"Employed, away from work",210011229,Keilor East,0
Females,3,"Employed, away from work",210011229,Keilor East,0
Persons,3,"Employed, away from work",210011229,Keilor East,0
Males,4,"Employed, hours of work not stated",210011229,Keilor East,0
Females,4,"Employed, hours of work not stated",210011229,Keilor East,0
Persons,4,"Employed, hours of work not stated",210011229,Keilor East,0
Males,5,"Unemployed, looking for full-time work",210011229,Keilor East,0
Females,5,"Unemployed, looking for full-time work",210011229,Keilor East,0
Persons,5,"Unemployed, looking for full-time work",210011229,Keilor East,0
Males,6,"Unemployed, looking for part-time work",210011229,Keilor East,0
Females,6,"Unemployed, looking for part-time work",210011229,Keilor East,4
Persons,6,"Unemployed, looking for part-time work",210011229,Keilor East,4
Males,7,Not in the labour force,210011229,Keilor East,0
Females,7,Not in the labour force,210011229,Keilor East,47
Persons,7,Not in the labour force,210011229,Keilor East,49
Males,Z,Labour force status not stated,210011229,Keilor East,0
Females,Z,Labour force status not stated,210011229,Keilor East,0
Persons,Z,Labour force status not stated,210011229,Keilor East,0
Males,EMP,Total Employed,210011229,Keilor East,5
Females,EMP,Total Employed,210011229,Keilor East,38
Persons,EMP,Total Employed,210011229,Keilor East,43
Males,UEMP,Total Unemployed,210011229,Keilor East,0
Females,UEMP,Total Unemployed,210011229,Keilor East,6
Persons,UEMP,Total Unemployed,210011229,Keilor East,6
Males,LF,Total Labour Force,210011229,Keilor East,5
Females,LF,Total Labour Force,210011229,Keilor East,42
Persons,LF,Total Labour Force,210011229,Keilor East,50
Males,TOT,Total,210011229,Keilor East,11
Females,TOT,Total,210011229,Keilor East,91
Persons,TOT,Total,210011229,Keilor East,95
Males,1,"Employed, worked full-time",210011230,Niddrie - Essendon West,0
Females,1,"Employed, worked full-time",210011230,Niddrie - Essendon West,0
Persons,1,"Employed, worked full-time",210011230,Niddrie - Essendon West,0
Males,2,"Employed, worked part-time",210011230,Niddrie - Essendon West,0
Females,2,"Employed, worked part-time",210011230,Niddrie - Essendon West,5
Persons,2,"Employed, worked part-time",210011230,Niddrie - Essendon West,5
Males,3,"Employed, away from work",210011230,Niddrie - Essendon West,0
Females,3,"Employed, away from work",210011230,Niddrie - Essendon West,3
Persons,3,"Employed, away from work",210011230,Niddrie - Essendon West,3
Males,4,"Employed, hours of work not stated",210011230,Niddrie - Essendon West,0
Females,4,"Employed, hours of work not stated",210011230,Niddrie - Essendon West,0
Persons,4,"Employed, hours of work not stated",210011230,Niddrie - Essendon West,0
Males,5,"Unemployed, looking for full-time work",210011230,Niddrie - Essendon West,0
Females,5,"Unemployed, looking for full-time work",210011230,Niddrie - Essendon West,0
Persons,5,"Unemployed, looking for full-time work",210011230,Niddrie - Essendon West,0
Males,6,"Unemployed, looking for part-time work",210011230,Niddrie - Essendon West,0
Females,6,"Unemployed, looking for part-time work",210011230,Niddrie - Essendon West,0
Persons,6,"Unemployed, looking for part-time work",210011230,Niddrie - Essendon West,0
Males,7,Not in the labour force,210011230,Niddrie - Essendon West,0
Females,7,Not in the labour force,210011230,Niddrie - Essendon West,12
Persons,7,Not in the labour force,210011230,Niddrie - Essendon West,12
Males,Z,Labour force status not stated,210011230,Niddrie - Essendon West,0
Females,Z,Labour force status not stated,210011230,Niddrie - Essendon West,0
Persons,Z,Labour force status not stated,210011230,Niddrie - Essendon West,0
Males,EMP,Total Employed,210011230,Niddrie - Essendon West,0
Females,EMP,Total Employed,210011230,Niddrie - Essendon West,9
Persons,EMP,Total Employed,210011230,Niddrie - Essendon West,9
Males,UEMP,Total Unemployed,210011230,Niddrie - Essendon West,0
Females,UEMP,Total Unemployed,210011230,Niddrie - Essendon West,0
Persons,UEMP,Total Unemployed,210011230,Niddrie - Essendon West,0
Males,LF,Total Labour Force,210011230,Niddrie - Essendon West,0
Females,LF,Total Labour Force,210011230,Niddrie - Essendon West,12
Persons,LF,Total Labour Force,210011230,Niddrie - Essendon West,12
Males,TOT,Total,210011230,Niddrie - Essendon West,0
Females,TOT,Total,210011230,Niddrie - Essendon West,23
Persons,TOT,Total,210011230,Niddrie - Essendon West,23
Males,1,"Employed, worked full-time",210011231,Strathmore,3
Females,1,"Employed, worked full-time",210011231,Strathmore,3
Persons,1,"Employed, worked full-time",210011231,Strathmore,10
Males,2,"Employed, worked part-time",210011231,Strathmore,0
Females,2,"Employed, worked part-time",210011231,Strathmore,0
Persons,2,"Employed, worked part-time",210011231,Strathmore,0
Males,3,"Employed, away from work",210011231,Strathmore,0
Females,3,"Employed, away from work",210011231,Strathmore,0
Persons,3,"Employed, away from work",210011231,Strathmore,0
Males,4,"Employed, hours of work not stated",210011231,Strathmore,0
Females,4,"Employed, hours of work not stated",210011231,Strathmore,0
Persons,4,"Employed, hours of work not stated",210011231,Strathmore,0
Males,5,"Unemployed, looking for full-time work",210011231,Strathmore,0
Females,5,"Unemployed, looking for full-time work",210011231,Strathmore,0
Persons,5,"Unemployed, looking for full-time work",210011231,Strathmore,0
Males,6,"Unemployed, looking for part-time work",210011231,Strathmore,0
Females,6,"Unemployed, looking for part-time work",210011231,Strathmore,0
Persons,6,"Unemployed, looking for part-time work",210011231,Strathmore,0
Males,7,Not in the labour force,210011231,Strathmore,0
Females,7,Not in the labour force,210011231,Strathmore,7
Persons,7,Not in the labour force,210011231,Strathmore,7
Males,Z,Labour force status not stated,210011231,Strathmore,0
Females,Z,Labour force status not stated,210011231,Strathmore,0
Persons,Z,Labour force status not stated,210011231,Strathmore,0
Males,EMP,Total Employed,210011231,Strathmore,3
Females,EMP,Total Employed,210011231,Strathmore,5
Persons,EMP,Total Employed,210011231,Strathmore,12
Males,UEMP,Total Unemployed,210011231,Strathmore,0
Females,UEMP,Total Unemployed,210011231,Strathmore,0
Persons,UEMP,Total Unemployed,210011231,Strathmore,0
Males,LF,Total Labour Force,210011231,Strathmore,3
Females,LF,Total Labour Force,210011231,Strathmore,5
Persons,LF,Total Labour Force,210011231,Strathmore,12
Males,TOT,Total,210011231,Strathmore,3
Females,TOT,Total,210011231,Strathmore,15
Persons,TOT,Total,210011231,Strathmore,12
Males,1,"Employed, worked full-time",210021232,Gisborne,0
Females,1,"Employed, worked full-time",210021232,Gisborne,8
Persons,1,"Employed, worked full-time",210021232,Gisborne,9
Males,2,"Employed, worked part-time",210021232,Gisborne,0
Females,2,"Employed, worked part-time",210021232,Gisborne,24
Persons,2,"Employed, worked part-time",210021232,Gisborne,24
Males,3,"Employed, away from work",210021232,Gisborne,0
Females,3,"Employed, away from work",210021232,Gisborne,3
Persons,3,"Employed, away from work",210021232,Gisborne,3
Males,4,"Employed, hours of work not stated",210021232,Gisborne,0
Females,4,"Employed, hours of work not stated",210021232,Gisborne,0
Persons,4,"Employed, hours of work not stated",210021232,Gisborne,0
Males,5,"Unemployed, looking for full-time work",210021232,Gisborne,0
Females,5,"Unemployed, looking for full-time work",210021232,Gisborne,0
Persons,5,"Unemployed, looking for full-time work",210021232,Gisborne,0
Males,6,"Unemployed, looking for part-time work",210021232,Gisborne,0
Females,6,"Unemployed, looking for part-time work",210021232,Gisborne,0
Persons,6,"Unemployed, looking for part-time work",210021232,Gisborne,0
Males,7,Not in the labour force,210021232,Gisborne,0
Females,7,Not in the labour force,210021232,Gisborne,12
Persons,7,Not in the labour force,210021232,Gisborne,12
Males,Z,Labour force status not stated,210021232,Gisborne,0
Females,Z,Labour force status not stated,210021232,Gisborne,0
Persons,Z,Labour force status not stated,210021232,Gisborne,0
Males,EMP,Total Employed,210021232,Gisborne,0
Females,EMP,Total Employed,210021232,Gisborne,33
Persons,EMP,Total Employed,210021232,Gisborne,38
Males,UEMP,Total Unemployed,210021232,Gisborne,0
Females,UEMP,Total Unemployed,210021232,Gisborne,0
Persons,UEMP,Total Unemployed,210021232,Gisborne,0
Males,LF,Total Labour Force,210021232,Gisborne,0
Females,LF,Total Labour Force,210021232,Gisborne,33
Persons,LF,Total Labour Force,210021232,Gisborne,38
Males,TOT,Total,210021232,Gisborne,0
Females,TOT,Total,210021232,Gisborne,51
Persons,TOT,Total,210021232,Gisborne,51
Males,1,"Employed, worked full-time",210021233,Macedon,0
Females,1,"Employed, worked full-time",210021233,Macedon,0
Persons,1,"Employed, worked full-time",210021233,Macedon,3
Males,2,"Employed, worked part-time",210021233,Macedon,0
Females,2,"Employed, worked part-time",210021233,Macedon,0
Persons,2,"Employed, worked part-time",210021233,Macedon,0
Males,3,"Employed, away from work",210021233,Macedon,0
Females,3,"Employed, away from work",210021233,Macedon,0
Persons,3,"Employed, away from work",210021233,Macedon,0
Males,4,"Employed, hours of work not stated",210021233,Macedon,0
Females,4,"Employed, hours of work not stated",210021233,Macedon,0
Persons,4,"Employed, hours of work not stated",210021233,Macedon,0
Males,5,"Unemployed, looking for full-time work",210021233,Macedon,0
Females,5,"Unemployed, looking for full-time work",210021233,Macedon,0
Persons,5,"Unemployed, looking for full-time work",210021233,Macedon,0
Males,6,"Unemployed, looking for part-time work",210021233,Macedon,0
Females,6,"Unemployed, looking for part-time work",210021233,Macedon,0
Persons,6,"Unemployed, looking for part-time work",210021233,Macedon,0
Males,7,Not in the labour force,210021233,Macedon,0
Females,7,Not in the labour force,210021233,Macedon,3
Persons,7,Not in the labour force,210021233,Macedon,3
Males,Z,Labour force status not stated,210021233,Macedon,0
Females,Z,Labour force status not stated,210021233,Macedon,0
Persons,Z,Labour force status not stated,210021233,Macedon,0
Males,EMP,Total Employed,210021233,Macedon,0
Females,EMP,Total Employed,210021233,Macedon,0
Persons,EMP,Total Employed,210021233,Macedon,7
Males,UEMP,Total Unemployed,210021233,Macedon,0
Females,UEMP,Total Unemployed,210021233,Macedon,0
Persons,UEMP,Total Unemployed,210021233,Macedon,0
Males,LF,Total Labour Force,210021233,Macedon,0
Females,LF,Total Labour Force,210021233,Macedon,0
Persons,LF,Total Labour Force,210021233,Macedon,7
Males,TOT,Total,210021233,Macedon,0
Females,TOT,Total,210021233,Macedon,11
Persons,TOT,Total,210021233,Macedon,7
Males,1,"Employed, worked full-time",210021234,Riddells Creek,3
Females,1,"Employed, worked full-time",210021234,Riddells Creek,0
Persons,1,"Employed, worked full-time",210021234,Riddells Creek,3
Males,2,"Employed, worked part-time",210021234,Riddells Creek,0
Females,2,"Employed, worked part-time",210021234,Riddells Creek,7
Persons,2,"Employed, worked part-time",210021234,Riddells Creek,7
Males,3,"Employed, away from work",210021234,Riddells Creek,0
Females,3,"Employed, away from work",210021234,Riddells Creek,0
Persons,3,"Employed, away from work",210021234,Riddells Creek,0
Males,4,"Employed, hours of work not stated",210021234,Riddells Creek,0
Females,4,"Employed, hours of work not stated",210021234,Riddells Creek,0
Persons,4,"Employed, hours of work not stated",210021234,Riddells Creek,0
Males,5,"Unemployed, looking for full-time work",210021234,Riddells Creek,0
Females,5,"Unemployed, looking for full-time work",210021234,Riddells Creek,0
Persons,5,"Unemployed, looking for full-time work",210021234,Riddells Creek,0
Males,6,"Unemployed, looking for part-time work",210021234,Riddells Creek,0
Females,6,"Unemployed, looking for part-time work",210021234,Riddells Creek,0
Persons,6,"Unemployed, looking for part-time work",210021234,Riddells Creek,0
Males,7,Not in the labour force,210021234,Riddells Creek,0
Females,7,Not in the labour force,210021234,Riddells Creek,8
Persons,7,Not in the labour force,210021234,Riddells Creek,8
Males,Z,Labour force status not stated,210021234,Riddells Creek,0
Females,Z,Labour force status not stated,210021234,Riddells Creek,0
Persons,Z,Labour force status not stated,210021234,Riddells Creek,0
Males,EMP,Total Employed,210021234,Riddells Creek,3
Females,EMP,Total Employed,210021234,Riddells Creek,7
Persons,EMP,Total Employed,210021234,Riddells Creek,8
Males,UEMP,Total Unemployed,210021234,Riddells Creek,0
Females,UEMP,Total Unemployed,210021234,Riddells Creek,0
Persons,UEMP,Total Unemployed,210021234,Riddells Creek,0
Males,LF,Total Labour Force,210021234,Riddells Creek,3
Females,LF,Total Labour Force,210021234,Riddells Creek,7
Persons,LF,Total Labour Force,210021234,Riddells Creek,8
Males,TOT,Total,210021234,Riddells Creek,3
Females,TOT,Total,210021234,Riddells Creek,9
Persons,TOT,Total,210021234,Riddells Creek,14
Males,1,"Employed, worked full-time",210021235,Romsey,4
Females,1,"Employed, worked full-time",210021235,Romsey,7
Persons,1,"Employed, worked full-time",210021235,Romsey,11
Males,2,"Employed, worked part-time",210021235,Romsey,0
Females,2,"Employed, worked part-time",210021235,Romsey,17
Persons,2,"Employed, worked part-time",210021235,Romsey,12
Males,3,"Employed, away from work",210021235,Romsey,0
Females,3,"Employed, away from work",210021235,Romsey,0
Persons,3,"Employed, away from work",210021235,Romsey,0
Males,4,"Employed, hours of work not stated",210021235,Romsey,0
Females,4,"Employed, hours of work not stated",210021235,Romsey,0
Persons,4,"Employed, hours of work not stated",210021235,Romsey,0
Males,5,"Unemployed, looking for full-time work",210021235,Romsey,0
Females,5,"Unemployed, looking for full-time work",210021235,Romsey,0
Persons,5,"Unemployed, looking for full-time work",210021235,Romsey,0
Males,6,"Unemployed, looking for part-time work",210021235,Romsey,0
Females,6,"Unemployed, looking for part-time work",210021235,Romsey,0
Persons,6,"Unemployed, looking for part-time work",210021235,Romsey,0
Males,7,Not in the labour force,210021235,Romsey,0
Females,7,Not in the labour force,210021235,Romsey,34
Persons,7,Not in the labour force,210021235,Romsey,34
Males,Z,Labour force status not stated,210021235,Romsey,0
Females,Z,Labour force status not stated,210021235,Romsey,0
Persons,Z,Labour force status not stated,210021235,Romsey,0
Males,EMP,Total Employed,210021235,Romsey,5
Females,EMP,Total Employed,210021235,Romsey,17
Persons,EMP,Total Employed,210021235,Romsey,23
Males,UEMP,Total Unemployed,210021235,Romsey,0
Females,UEMP,Total Unemployed,210021235,Romsey,0
Persons,UEMP,Total Unemployed,210021235,Romsey,0
Males,LF,Total Labour Force,210021235,Romsey,5
Females,LF,Total Labour Force,210021235,Romsey,18
Persons,LF,Total Labour Force,210021235,Romsey,23
Males,TOT,Total,210021235,Romsey,5
Females,TOT,Total,210021235,Romsey,56
Persons,TOT,Total,210021235,Romsey,57
Males,1,"Employed, worked full-time",210031236,Coburg North,0
Females,1,"Employed, worked full-time",210031236,Coburg North,3
Persons,1,"Employed, worked full-time",210031236,Coburg North,3
Males,2,"Employed, worked part-time",210031236,Coburg North,0
Females,2,"Employed, worked part-time",210031236,Coburg North,7
Persons,2,"Employed, worked part-time",210031236,Coburg North,7
Males,3,"Employed, away from work",210031236,Coburg North,0
Females,3,"Employed, away from work",210031236,Coburg North,0
Persons,3,"Employed, away from work",210031236,Coburg North,0
Males,4,"Employed, hours of work not stated",210031236,Coburg North,0
Females,4,"Employed, hours of work not stated",210031236,Coburg North,0
Persons,4,"Employed, hours of work not stated",210031236,Coburg North,0
Males,5,"Unemployed, looking for full-time work",210031236,Coburg North,0
Females,5,"Unemployed, looking for full-time work",210031236,Coburg North,0
Persons,5,"Unemployed, looking for full-time work",210031236,Coburg North,0
Males,6,"Unemployed, looking for part-time work",210031236,Coburg North,0
Females,6,"Unemployed, looking for part-time work",210031236,Coburg North,0
Persons,6,"Unemployed, looking for part-time work",210031236,Coburg North,0
Males,7,Not in the labour force,210031236,Coburg North,0
Females,7,Not in the labour force,210031236,Coburg North,11
Persons,7,Not in the labour force,210031236,Coburg North,18
Males,Z,Labour force status not stated,210031236,Coburg North,0
Females,Z,Labour force status not stated,210031236,Coburg North,0
Persons,Z,Labour force status not stated,210031236,Coburg North,0
Males,EMP,Total Employed,210031236,Coburg North,0
Females,EMP,Total Employed,210031236,Coburg North,12
Persons,EMP,Total Employed,210031236,Coburg North,11
Males,UEMP,Total Unemployed,210031236,Coburg North,0
Females,UEMP,Total Unemployed,210031236,Coburg North,0
Persons,UEMP,Total Unemployed,210031236,Coburg North,0
Males,LF,Total Labour Force,210031236,Coburg North,0
Females,LF,Total Labour Force,210031236,Coburg North,12
Persons,LF,Total Labour Force,210031236,Coburg North,11
Males,TOT,Total,210031236,Coburg North,3
Females,TOT,Total,210031236,Coburg North,25
Persons,TOT,Total,210031236,Coburg North,30
Males,1,"Employed, worked full-time",210031237,Fawkner,0
Females,1,"Employed, worked full-time",210031237,Fawkner,5
Persons,1,"Employed, worked full-time",210031237,Fawkner,6
Males,2,"Employed, worked part-time",210031237,Fawkner,4
Females,2,"Employed, worked part-time",210031237,Fawkner,10
Persons,2,"Employed, worked part-time",210031237,Fawkner,11
Males,3,"Employed, away from work",210031237,Fawkner,0
Females,3,"Employed, away from work",210031237,Fawkner,4
Persons,3,"Employed, away from work",210031237,Fawkner,4
Males,4,"Employed, hours of work not stated",210031237,Fawkner,0
Females,4,"Employed, hours of work not stated",210031237,Fawkner,0
Persons,4,"Employed, hours of work not stated",210031237,Fawkner,0
Males,5,"Unemployed, looking for full-time work",210031237,Fawkner,3
Females,5,"Unemployed, looking for full-time work",210031237,Fawkner,0
Persons,5,"Unemployed, looking for full-time work",210031237,Fawkner,3
Males,6,"Unemployed, looking for part-time work",210031237,Fawkner,0
Females,6,"Unemployed, looking for part-time work",210031237,Fawkner,0
Persons,6,"Unemployed, looking for part-time work",210031237,Fawkner,0
Males,7,Not in the labour force,210031237,Fawkner,4
Females,7,Not in the labour force,210031237,Fawkner,44
Persons,7,Not in the labour force,210031237,Fawkner,43
Males,Z,Labour force status not stated,210031237,Fawkner,4
Females,Z,Labour force status not stated,210031237,Fawkner,3
Persons,Z,Labour force status not stated,210031237,Fawkner,8
Males,EMP,Total Employed,210031237,Fawkner,4
Females,EMP,Total Employed,210031237,Fawkner,24
Persons,EMP,Total Employed,210031237,Fawkner,27
Males,UEMP,Total Unemployed,210031237,Fawkner,3
Females,UEMP,Total Unemployed,210031237,Fawkner,5
Persons,UEMP,Total Unemployed,210031237,Fawkner,5
Males,LF,Total Labour Force,210031237,Fawkner,5
Females,LF,Total Labour Force,210031237,Fawkner,25
Persons,LF,Total Labour Force,210031237,Fawkner,35
Males,TOT,Total,210031237,Fawkner,11
Females,TOT,Total,210031237,Fawkner,69
Persons,TOT,Total,210031237,Fawkner,78
Males,1,"Employed, worked full-time",210031239,Pascoe Vale,11
Females,1,"Employed, worked full-time",210031239,Pascoe Vale,15
Persons,1,"Employed, worked full-time",210031239,Pascoe Vale,21
Males,2,"Employed, worked part-time",210031239,Pascoe Vale,0
Females,2,"Employed, worked part-time",210031239,Pascoe Vale,28
Persons,2,"Employed, worked part-time",210031239,Pascoe Vale,29
Males,3,"Employed, away from work",210031239,Pascoe Vale,0
Females,3,"Employed, away from work",210031239,Pascoe Vale,3
Persons,3,"Employed, away from work",210031239,Pascoe Vale,3
Males,4,"Employed, hours of work not stated",210031239,Pascoe Vale,0
Females,4,"Employed, hours of work not stated",210031239,Pascoe Vale,0
Persons,4,"Employed, hours of work not stated",210031239,Pascoe Vale,0
Males,5,"Unemployed, looking for full-time work",210031239,Pascoe Vale,0
Females,5,"Unemployed, looking for full-time work",210031239,Pascoe Vale,0
Persons,5,"Unemployed, looking for full-time work",210031239,Pascoe Vale,0
Males,6,"Unemployed, looking for part-time work",210031239,Pascoe Vale,0
Females,6,"Unemployed, looking for part-time work",210031239,Pascoe Vale,3
Persons,6,"Unemployed, looking for part-time work",210031239,Pascoe Vale,3
Males,7,Not in the labour force,210031239,Pascoe Vale,0
Females,7,Not in the labour force,210031239,Pascoe Vale,40
Persons,7,Not in the labour force,210031239,Pascoe Vale,44
Males,Z,Labour force status not stated,210031239,Pascoe Vale,0
Females,Z,Labour force status not stated,210031239,Pascoe Vale,0
Persons,Z,Labour force status not stated,210031239,Pascoe Vale,0
Males,EMP,Total Employed,210031239,Pascoe Vale,13
Females,EMP,Total Employed,210031239,Pascoe Vale,46
Persons,EMP,Total Employed,210031239,Pascoe Vale,53
Males,UEMP,Total Unemployed,210031239,Pascoe Vale,0
Females,UEMP,Total Unemployed,210031239,Pascoe Vale,3
Persons,UEMP,Total Unemployed,210031239,Pascoe Vale,3
Males,LF,Total Labour Force,210031239,Pascoe Vale,13
Females,LF,Total Labour Force,210031239,Pascoe Vale,49
Persons,LF,Total Labour Force,210031239,Pascoe Vale,60
Males,TOT,Total,210031239,Pascoe Vale,11
Females,TOT,Total,210031239,Pascoe Vale,92
Persons,TOT,Total,210031239,Pascoe Vale,103
Males,1,"Employed, worked full-time",210031438,Glenroy,7
Females,1,"Employed, worked full-time",210031438,Glenroy,8
Persons,1,"Employed, worked full-time",210031438,Glenroy,15
Males,2,"Employed, worked part-time",210031438,Glenroy,3
Females,2,"Employed, worked part-time",210031438,Glenroy,26
Persons,2,"Employed, worked part-time",210031438,Glenroy,24
Males,3,"Employed, away from work",210031438,Glenroy,0
Females,3,"Employed, away from work",210031438,Glenroy,0
Persons,3,"Employed, away from work",210031438,Glenroy,0
Males,4,"Employed, hours of work not stated",210031438,Glenroy,0
Females,4,"Employed, hours of work not stated",210031438,Glenroy,0
Persons,4,"Employed, hours of work not stated",210031438,Glenroy,0
Males,5,"Unemployed, looking for full-time work",210031438,Glenroy,0
Females,5,"Unemployed, looking for full-time work",210031438,Glenroy,0
Persons,5,"Unemployed, looking for full-time work",210031438,Glenroy,3
Males,6,"Unemployed, looking for part-time work",210031438,Glenroy,0
Females,6,"Unemployed, looking for part-time work",210031438,Glenroy,6
Persons,6,"Unemployed, looking for part-time work",210031438,Glenroy,6
Males,7,Not in the labour force,210031438,Glenroy,3
Females,7,Not in the labour force,210031438,Glenroy,83
Persons,7,Not in the labour force,210031438,Glenroy,86
Males,Z,Labour force status not stated,210031438,Glenroy,0
Females,Z,Labour force status not stated,210031438,Glenroy,3
Persons,Z,Labour force status not stated,210031438,Glenroy,3
Males,EMP,Total Employed,210031438,Glenroy,7
Females,EMP,Total Employed,210031438,Glenroy,35
Persons,EMP,Total Employed,210031438,Glenroy,43
Males,UEMP,Total Unemployed,210031438,Glenroy,0
Females,UEMP,Total Unemployed,210031438,Glenroy,12
Persons,UEMP,Total Unemployed,210031438,Glenroy,9
Males,LF,Total Labour Force,210031438,Glenroy,8
Females,LF,Total Labour Force,210031438,Glenroy,41
Persons,LF,Total Labour Force,210031438,Glenroy,49
Males,TOT,Total,210031438,Glenroy,14
Females,TOT,Total,210031438,Glenroy,131
Persons,TOT,Total,210031438,Glenroy,138
Males,1,"Employed, worked full-time",210031439,Gowanbrae,0
Females,1,"Employed, worked full-time",210031439,Gowanbrae,4
Persons,1,"Employed, worked full-time",210031439,Gowanbrae,4
Males,2,"Employed, worked part-time",210031439,Gowanbrae,0
Females,2,"Employed, worked part-time",210031439,Gowanbrae,4
Persons,2,"Employed, worked part-time",210031439,Gowanbrae,4
Males,3,"Employed, away from work",210031439,Gowanbrae,0
Females,3,"Employed, away from work",210031439,Gowanbrae,0
Persons,3,"Employed, away from work",210031439,Gowanbrae,0
Males,4,"Employed, hours of work not stated",210031439,Gowanbrae,0
Females,4,"Employed, hours of work not stated",210031439,Gowanbrae,0
Persons,4,"Employed, hours of work not stated",210031439,Gowanbrae,0
Males,5,"Unemployed, looking for full-time work",210031439,Gowanbrae,0
Females,5,"Unemployed, looking for full-time work",210031439,Gowanbrae,0
Persons,5,"Unemployed, looking for full-time work",210031439,Gowanbrae,0
Males,6,"Unemployed, looking for part-time work",210031439,Gowanbrae,0
Females,6,"Unemployed, looking for part-time work",210031439,Gowanbrae,0
Persons,6,"Unemployed, looking for part-time work",210031439,Gowanbrae,0
Males,7,Not in the labour force,210031439,Gowanbrae,0
Females,7,Not in the labour force,210031439,Gowanbrae,4
Persons,7,Not in the labour force,210031439,Gowanbrae,4
Males,Z,Labour force status not stated,210031439,Gowanbrae,0
Females,Z,Labour force status not stated,210031439,Gowanbrae,0
Persons,Z,Labour force status not stated,210031439,Gowanbrae,0
Males,EMP,Total Employed,210031439,Gowanbrae,0
Females,EMP,Total Employed,210031439,Gowanbrae,9
Persons,EMP,Total Employed,210031439,Gowanbrae,9
Males,UEMP,Total Unemployed,210031439,Gowanbrae,0
Females,UEMP,Total Unemployed,210031439,Gowanbrae,0
Persons,UEMP,Total Unemployed,210031439,Gowanbrae,0
Males,LF,Total Labour Force,210031439,Gowanbrae,0
Females,LF,Total Labour Force,210031439,Gowanbrae,9
Persons,LF,Total Labour Force,210031439,Gowanbrae,9
Males,TOT,Total,210031439,Gowanbrae,0
Females,TOT,Total,210031439,Gowanbrae,16
